QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	AnswerPhrase1	AnswerPhrase2	AnswerPhrase3
Q1766	what is a redshirt freshman football player	D1673	Redshirt (college sports)	D1673-0	In United States college athletics , redshirt is a delay or suspension of an athlete's participation in order to lengthen his or her period of eligibility.	a delay or suspension of an athlete's participation in order to lengthen his or her period of eligibility	a delay or suspension of an athlete's participation in order to lengthen his or her period of eligibility	
Q1768	who rules communism government	D1674	Communist state	D1674-3	It has a form of government characterized by single-party rule or dominant-party rule of a communist party (referred as Dictatorship of the Proletariat by its proponents) and a professed allegiance to a Leninist or Marxist–Leninist ideology as the guiding principle of the state.	a communist party (referred as Dictatorship of the Proletariat by its proponents)	single-party rule or dominant-party rule of a communist party	
Q1772	who makes skittles?	D1485	Skittles (confectionery)	D1485-0	Skittles is a brand of fruit-flavoured sweets , currently produced and marketed by the Wm. Wrigley Jr. Company , a division of Mars, Inc.	the Wm. Wrigley Jr. Company	Wm. Wrigley Jr. Company , a division of Mars, Inc	
Q1776	what year did South Africa become a team in rugby	D1680	South Africa national rugby union team	D1680-10	The side has been playing international rugby since 1891, when a British Isles side toured the nation, playing South Africa in their first Test on 30 July.	1891	1891	
Q1778	what is a discipline of study	D1682	List of academic disciplines	D1682-0	An academic discipline, or field of study, is a branch of knowledge that is taught and researched at the college or university level.	a branch of knowledge that is taught and researched at the college or university level	a branch of knowledge that is taught and researched at the college or university level	
Q1778	what is a discipline of study	D1682	List of academic disciplines	D1682-1	Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong.	research is published, and the learned societies and academic departments or faculties to which their practitioners belong	Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong	
Q1782	who did john f kennedy run against?	D660	John F. Kennedy	D660-3	Kennedy defeated Vice President and Republican candidate Richard Nixon in the 1960 U.S. presidential election .	Richard Nixon	Richard Nixon	
Q1783	who wrote stand by me	D1270	Stand by Me (song)	D1270-0	"Stand by Me" is a song originally performed by Ben E. King and written by King, Jerry Leiber , and Mike Stoller , inspired by the spiritual "Lord Stand by Me," plus two lines rooted in Psalms 46:2–3.	King, Jerry Leiber , and Mike Stoller	King, Jerry Leiber , and Mike Stoller	
Q1784	what are metaphors used for	D1686	Metaphor	D1686-1	A metaphor is a figure of speech that describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object.	describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object	A metaphor is a figure of speech that describes a subject by asserting that it is, on some point of comparison, the same as another otherwise unrelated object	
Q1784	what are metaphors used for	D1686	Metaphor	D1686-2	Metaphor is a type of analogy and is closely related to other rhetorical figures of speech that achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile .	achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile	Metaphor is a type of analogy and is closely related to other rhetorical figures of speech that achieve their effects via association, comparison or resemblance including allegory , hyperbole , and simile	
Q1785	what season is  dexter on	D1687	Dexter (TV series)	D1687-13	After months of rumors, on April 18, 2013, Showtime announced via social media that season eight would be the final season of Dexter.	season eight	eight	
Q1786	What are context effects of memory?	D1688	Context-dependent memory	D1688-0	Context-dependent memory refers to improved recall of specific episodes or information when the context present at encoding and retrieval are the same.	improved recall of specific episodes or information when the context present at encoding and retrieval are the same	improved recall of specific episodes or information when the context present at encoding and retrieval are the same	
Q1788	what are the names of the ll divos	D1690	Il Divo	D1690-2	Il Divo is a group of four male singers: French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler .	French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler	French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler	
Q1789	who won the 1998 world cup	D1691	1998 FIFA World Cup	D1691-6	The tournament was won by France , who beat Brazil 3–0 in the final.	France	France	
Q1791	where did the vietnamese settle in america	D1693	Vietnamese American	D1693-5	More than sixty percent of Vietnamese Americans reside in the states of California , Texas , Washington , Florida , and Virginia .	states of California , Texas , Washington , Florida , and Virginia	California , Texas , Washington , Florida , and Virginia	
Q1792	What is a 28 day cycle?	D1694	Menstrual cycle	D1694-1	This article focuses on the human menstrual cycle, a "monthly" cycle that can vary around an average of ~28 days per cycle.	the human menstrual cycle	human menstrual cycle	
Q1793	when did hitler kill himself	D1695	Death of Adolf Hitler	D1695-1	Adolf Hitler committed suicide by gunshot on 30 April 1945 in his Führerbunker in Berlin.	30 April 1945	30 April 1945	
Q1796	when did world war 2 end	D1698	World War II	D1698-0	World War II (WWII or WW2), also known as the Second World War, was a global war that lasted from 1939 to 1945.	1945	1945	
Q1797	what is a llc company?	D1699	Limited liability company	D1699-0	A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures.	a flexible form of enterprise that blends elements of partnership and corporate structures	A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures	
Q1797	what is a llc company?	D1699	Limited liability company	D1699-2	An LLC is a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions.	a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions	An LLC is a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions	
Q1798	what are k cups	D1700	K-Cup	D1700-3	K-Cup portion packs are used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate .	used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate	K-Cup portion packs are used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate	
Q1800	what is a chronograph watch	D1702	Chronograph	D1702-4	A chronograph is a specific type of watch that is used as a stopwatch combined with a display watch.	a specific type of watch that is used as a stopwatch combined with a display watch	a specific type of watch that is used as a stopwatch combined with a display watch	
Q1801	what is a PCI port used for	D1703	Conventional PCI	D1703-0	Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer .	attaching hardware devices in a computer	a local computer bus for attaching hardware devices in a computer	
Q1805	who won the 1967 nba championship	D1707	1967 NBA Finals	D1707-3	The 76ers won the series over the Warriors, 4-2.	The 76ers	The 76ers	
Q1806	who make airbus	D1708	Airbus	D1708-0	Airbus SAS (, , , ) is an aircraft manufacturing subsidiary of EADS , a European aerospace company.	EADS , a European aerospace company	Airbus SAS (, , , ) is an aircraft manufacturing subsidiary of EADS , a European aerospace company	
